title,description,requirements,required_education,location
8510,5638,243,13,2875
8696,11748,9932,1,1083
3094,218,11968,13,1899
8484,4274,5719,13,1827
10713,12124,5728,1,2536
7675,5610,10174,13,998
373,6097,10124,1,1560
8177,11227,11968,1,2895
9205,11958,422,1,2529
7682,7475,7514,13,2875
9633,3024,8588,13,216
1968,13751,4317,13,2834
7386,5102,3601,13,1564
2155,10469,10870,9,600
3782,11738,8776,13,132
10635,9317,8095,1,625
3715,2295,3472,4,517
5538,5075,10036,13,1739
123,250,11968,13,3040
3613,3867,10792,13,625
10499,9544,11736,13,1899
2587,9494,5299,0,1383
9393,14080,7491,1,979
10480,2193,2689,13,721
2984,7555,3859,13,367
8133,11942,1275,13,1217
5742,1290,6650,0,2355
8350,5533,3470,1,2535
3723,1835,10100,0,879
7482,12600,8751,13,1806
123,4554,8866,13,1466
11186,14030,11153,1,2834
1075,11472,2972,13,885
5325,14145,7737,1,704
6043,12914,6909,7,2482
3121,10471,10860,9,600
1981,414,11968,13,3040
648,2188,11075,13,721
3714,3782,11968,9,51
3466,4870,11013,9,1072
174,8726,7828,13,625
123,196,11968,13,1487
1791,11565,1642,13,285
9268,14078,8679,1,979
587,2023,11922,13,636
5833,10762,6542,0,1350
2463,2368,10097,13,1564
5611,299,11968,13,2734
4899,10696,649,13,166
4976,4937,6754,0,1564
7334,4243,465,13,3071
10307,13308,3942,13,1592
8508,13577,9382,1,1963
6473,2326,4952,7,1899
4824,2000,8603,13,3000
6671,647,10883,1,3105
7772,449,11968,13,1487
2830,14237,11243,13,1083
2463,5228,1248,1,2051
10921,12538,7699,1,243
5827,4226,5495,13,2751
2613,2436,3676,13,243
7426,1790,4995,1,813
9184,7226,1030,1,2813
9878,7778,10341,9,584
2058,1116,11263,13,265
7949,423,11968,13,2612
958,8462,10423,1,296
3664,12862,9801,13,216
7340,410,11968,13,2735
3814,1246,3055,13,95
9504,4009,3620,13,924
1494,13303,4263,13,1592
7087,12550,1857,0,2535
794,438,11968,13,3040
10617,3431,570,13,2734
10892,4551,7655,1,1512
874,7269,7465,13,252
4718,8774,7533,13,1964
4474,3199,11968,13,1666
1669,2810,6427,4,710
9079,13938,10487,1,519
9910,8319,2422,13,625
354,12049,7833,0,2304
652,2705,11968,13,250
7072,1140,2303,1,2539
4340,12617,8715,13,210
4896,7757,5643,4,1458
7343,14525,1860,13,1854
1126,3406,1052,1,625
5940,293,11968,13,3040
6894,14185,3955,9,2462
2606,12402,7678,13,216
7500,4255,4291,13,2875
4289,12313,1904,1,187
4467,3209,11968,13,2451
3343,8431,10650,1,625
2595,6727,8729,13,1564
5996,5232,1249,1,2051
10921,12490,10134,1,2535
6256,3484,11968,13,1609
7060,7816,5826,4,1389
10480,3351,10158,13,1002
2476,983,998,1,2687
7596,12425,10200,1,625
4250,4958,11136,12,1714
3323,7007,3502,10,43
5943,444,11968,13,2611
4972,5594,6163,4,1564
6049,7944,11714,2,625
2312,11793,9365,13,166
676,14331,4962,13,1516
9094,11631,7082,1,1564
7405,11519,10989,13,249
1783,2446,11242,6,367
8984,779,5854,1,625
4499,3187,11968,13,2457
204,8487,5563,4,3013
7712,12754,1222,13,901
7702,7625,11968,13,2535
5039,13263,11317,1,1004
9275,7137,5449,4,2869
10247,12949,5921,4,2535
2850,8458,10520,1,2535
10433,6047,714,1,260
429,5597,3232,1,160
4107,12015,7027,13,2734
4018,9802,11899,13,646
6699,10154,2453,13,367
8236,5763,11968,1,2475
10921,12480,618,13,1773
2706,1146,5769,13,625
7450,918,1405,13,625
7414,2384,966,13,2469
11063,12849,8804,1,625
9254,9641,481,9,1487
2199,3320,7033,13,625
1126,3407,1053,1,1759
2379,11107,4193,4,337
1550,2040,1337,13,788
4983,10750,453,9,296
7315,9144,753,13,2535
8457,243,11968,13,2734
5880,341,11968,13,2734
3195,9149,1050,13,2535
6926,4692,3526,5,1067
5661,5374,7133,13,2261
2454,11186,9781,13,1980
9520,8709,7296,1,1564
5662,5376,7133,13,2254
9424,14496,8458,6,166
858,2337,1711,13,1573
9129,14082,2264,1,1642
1731,12563,7277,1,2080
10670,14549,9676,1,1073
5720,9319,7956,13,625
933,6510,11968,13,297
5427,980,8026,13,2687
560,7176,9671,13,1249
2352,3733,8629,13,216
7183,1584,11916,9,2034
8930,3445,8638,13,1526
578,8010,11968,13,1750
3764,13962,10232,13,1092
4479,3181,11968,13,1870
1143,7442,5478,1,1519
9941,1741,2392,4,2687
6146,6771,10751,4,2142
8086,8788,3485,13,2535
1712,2105,11968,13,1564
3879,5401,4375,4,2687
1983,4198,1092,13,2951
9034,1555,11968,1,879
8639,10781,308,13,813
4501,3189,11968,13,1668
8278,14180,10358,9,2462
5167,11523,10494,13,252
7293,13922,7964,6,1645
9495,13309,11653,13,227
4497,3184,11968,13,2448
1952,13747,11078,13,2834
280,8175,4063,13,1161
7075,10341,8277,13,2535
9129,10725,9918,13,813
11115,126,11968,13,1249
4760,6537,11968,13,2051
4172,2264,3447,1,631
7291,2830,1465,9,625
7978,8758,9936,13,1459
9015,14449,11233,13,3105
5471,9466,11968,4,2622
8457,243,11968,13,3040
523,7416,4432,13,225
5956,7558,9647,13,367
398,3979,4593,1,1083
9419,4167,2851,1,872
7050,7785,9811,13,577
11155,11815,9831,4,2535
2732,3606,3040,1,1083
5696,11674,3258,1,843
5940,295,11968,13,2160
9056,14112,8578,13,813
2029,11483,11968,13,2535
10902,14446,11236,13,3105
7596,8308,3202,13,1964
10033,1089,9791,13,2934
4496,3202,11968,13,1872
8346,7603,9888,13,813
9739,304,11968,13,2611
3050,3316,7190,13,1670
3321,7787,9727,4,1082
1539,802,2188,13,2535
9908,2366,8706,4,296
1922,12800,7063,13,3105
9262,2935,5836,1,2687
9534,8713,7294,13,1564
11069,14293,11626,1,888
1924,8550,5753,13,1214
1726,11252,9631,4,2974
4114,11944,2335,13,1217
9735,585,8659,1,2325
8617,11870,6201,13,165
4229,2191,11144,13,721
7654,9486,3391,1,3105
9988,883,3000,2,47
5939,8491,10181,1,1248
6058,13856,11129,9,558
3110,13427,5957,9,118
3830,13968,4221,13,896
7992,8496,7024,1,2388
7413,9693,8000,1,1083
5935,3279,3696,13,2112
5985,3777,527,1,1599
8457,246,11968,13,2231
1736,11435,6319,13,2974
8821,4731,7667,1,2939
7865,4877,11968,13,1958
3422,4291,9531,1,1560
46,8621,2292,1,813
8087,14131,5632,4,2787
9739,305,11968,13,2231
10208,14033,11081,13,916
5807,8069,3415,13,1591
10131,6149,8691,13,1083
10667,6160,4290,13,51
4895,9542,8207,9,2266
5985,3778,527,1,1599
8829,5567,6973,1,813
4916,2025,8171,13,2535
7963,3969,11041,9,1072
7777,3547,9870,1,813
4975,6028,7598,1,1807
6082,11427,9641,13,1548
1234,1253,3054,13,1002
7717,1868,10379,1,625
4913,13035,3684,13,2535
1300,356,11968,13,2612
2703,10113,5165,13,801
4870,1886,1698,13,1320
7201,7461,5664,13,2875
3090,290,11968,13,2612
4388,5063,11133,13,414
6952,9057,6443,1,2535
167,7198,3609,5,1511
10753,11558,5768,13,625
10908,12107,10050,13,238
1020,14159,5462,4,2064
5929,381,11968,13,2270
3639,8887,2049,9,891
8610,8291,1455,4,2908
2423,2405,9565,13,2535
8506,9002,4670,1,1820
4809,5120,9343,1,1564
4965,6624,11022,13,2482
3095,4029,11968,13,3040
1325,2657,9855,1,813
3691,866,2486,13,625
780,9777,10377,1,2539
4300,9595,7007,1,1487
587,9342,3645,13,2259
4154,13868,2002,1,1564
9178,1059,3977,13,704
1611,6098,11707,1,1560
7949,424,11968,13,2734
9034,9599,8865,1,1487
2266,4965,8442,1,1924
1174,13610,418,1,1501
7596,7656,5587,1,1996
8430,3025,8589,13,216
475,2967,11968,4,1485
5954,6681,11498,0,625
9493,8154,5307,13,2621
4846,1093,5646,13,2934
7595,12451,11665,13,600
10980,11438,9689,13,38
7770,2195,2175,13,2482
627,8265,3719,0,1564
2416,10101,8117,1,1703
1926,9865,5797,13,813
4413,3736,9944,5,2475
8030,1720,1104,1,196
1175,1809,11851,1,2614
9418,2325,7934,13,1249
1601,10833,831,4,2079
1142,4662,5149,1,2395
7596,12106,10049,9,238
1303,209,11968,13,1487
4974,6260,6181,4,1548
546,4326,8083,5,1558
5800,8386,4810,1,1899
2876,3610,10444,9,1249
5940,297,11968,13,2231
311,7323,10173,13,773
9128,11717,9556,5,2687
4045,2395,9705,13,688
4774,8846,4857,1,1899
5135,1298,918,1,813
7312,2899,1129,1,1564
6279,5668,10800,0,216
4067,9039,11968,1,1096
6794,14673,11968,4,2079
3948,12135,3372,13,2986
6258,8489,11968,4,1609
8666,8937,10464,13,1548
6576,2156,400,9,2910
4384,321,11968,13,2231
8495,11332,3886,13,1724
3465,7372,2146,1,1763
3714,13616,1358,13,367
853,5487,9474,13,954
6991,12080,6200,13,150
1357,405,11968,13,1899
1576,2416,11014,13,600
3380,8432,10648,1,625
7413,12447,7753,13,216
7596,7356,2060,1,986
10888,9783,7317,1,1560
2932,3910,11968,13,543
655,13345,3011,13,1508
5533,3897,1118,13,600
8416,4498,5660,13,2535
6052,13855,1183,13,625
2031,13300,11452,3,2535
11171,6574,9669,9,519
2832,8629,3100,13,166
2953,8062,3418,13,2687
8728,12171,11215,9,266
7493,1590,5263,13,2516
169,7193,1109,1,2853
4679,977,315,13,1573
3507,4216,716,13,1827
10247,12949,5921,4,1899
2494,1251,10162,13,97
7943,4264,1084,13,2775
6285,3571,2526,1,1035
831,13298,1861,13,902
171,7195,1110,1,1511
8342,1046,11432,13,703
310,1002,8243,1,1487
9678,4283,456,13,2433
10256,5308,11968,13,1139
9907,112,8787,9,210
10342,640,7932,13,2304
9887,924,11968,13,2535
10851,1803,1665,13,367
2232,3886,4039,13,166
3535,10790,4586,13,487
1303,209,11968,13,2612
2279,11321,6342,1,1579
6147,213,11968,13,2160
1162,7837,2230,1,2734
6646,14104,9879,1,872
1300,361,11968,13,1899
2526,13846,9232,13,636
9001,12464,2753,1,2222
5684,14019,10033,4,1779
5838,6305,4387,4,1997
7957,633,5154,13,1297
8715,12496,4939,1,487
9987,9183,10682,13,1077
10008,7490,5742,13,2754
9435,152,9114,9,1428
6524,392,11968,13,2612
1301,2299,4808,1,2297
4478,3198,11968,13,1388
9495,9145,894,13,2535
7335,4244,725,13,2847
4889,1616,7154,13,1249
1909,4000,11968,13,38
804,224,11968,13,1899
2165,902,563,13,2535
8655,10487,4735,13,1807
3851,9782,7315,1,1560
4666,193,11968,13,2159
4495,3200,11968,13,2455
5257,7464,7515,13,2875
8012,9073,9507,1,2535
5386,97,4556,13,1153
7654,9486,3391,1,1383
5940,203,11968,13,1899
6088,8301,4574,1,2813
5432,4945,9102,13,150
5741,11819,11968,9,2535
633,200,11968,13,1487
4321,10201,2873,13,216
310,8703,553,13,1592
10468,11615,9983,1,2895
5055,5620,2741,13,3105
7596,13004,4882,9,625
3261,3456,3031,9,1650
2000,11946,10863,13,885
7949,428,11968,13,1899
7768,4074,4951,0,216
9739,305,11968,13,2160
8788,4275,8261,13,2094
6810,7352,10092,13,1085
7690,10425,11968,9,296
4904,2029,2991,13,1607
7450,8467,10437,1,625
1397,9237,4859,13,662
9944,7593,10533,13,646
137,13173,11388,1,1208
1213,2596,9530,1,1633
6486,10661,11968,13,2390
2857,9065,4883,5,2687
9274,5712,1952,1,2222
95,8524,5967,4,1933
9581,6115,5950,7,1564
272,6986,1920,1,1249
5056,5621,2075,7,1560
9166,4279,5286,13,2734
100,13010,3824,1,1899
8100,7545,3345,13,2738
10550,13869,4213,1,1564
7949,427,11968,13,1487
10336,1293,266,13,1389
2131,7221,11169,13,1564
383,11715,3411,1,2687
8491,1512,6024,13,99
6407,13994,3874,9,541
7952,379,11968,13,1487
10111,900,6198,9,2535
9461,4924,8580,13,2535
3728,3776,2506,1,1058
3988,11526,10314,13,625
976,12169,11192,0,3
4057,14309,4498,1,625
7772,223,11968,13,1899
3094,419,11968,13,2611
9461,219,11968,13,2612
4384,321,11968,13,2044
5114,6702,3690,13,3105
8824,1007,2575,9,1487
1898,11223,8813,9,296
5556,1189,8431,13,98
6388,196,11968,13,1899
10548,10844,10540,13,1807
3732,14164,11968,9,28
4384,324,11968,13,1899
2681,4539,8869,9,625
3886,11700,9819,4,2687
10499,14007,7777,13,3007
9029,4278,848,13,1936
5212,1101,11297,13,1051
1935,5726,1124,1,997
9535,9459,3253,13,1645
9129,6556,1606,1,813
1027,2538,2444,13,1249
505,4188,11888,5,934
1813,12561,3534,13,1899
2164,5114,7897,1,2539
4970,6696,9489,13,625
4677,3905,9721,9,625
1897,3297,4486,13,2535
3175,8207,9354,1,2834
6299,2779,10332,13,367
4704,14144,10053,13,704
123,250,11968,13,2734
1644,8721,2618,1,2259
6595,6705,1185,9,641
7504,12601,7104,13,1806
6595,13342,11968,13,1428
9719,9470,5015,1,2539
7937,2873,8492,13,2482
10581,7091,1603,4,2786
304,1031,10410,1,1560
7762,11685,3257,1,843
7265,7090,11968,4,2786
1439,5213,11968,4,2162
7304,11035,10584,5,1868
8040,7483,1327,13,2666
4062,3987,11968,1,1073
9495,368,11968,13,2734
3503,4362,9558,1,1974
860,12909,378,13,2249
1813,5439,11968,13,89
412,10621,810,1,2535
3779,7892,2815,1,1166
9254,14460,7555,1,625
9080,10294,10274,1,1592
1929,9570,7001,13,1423
4939,11749,9933,1,1083
7717,8371,11968,13,1178
7399,5039,2842,1,873
6031,2208,927,13,625
9129,9109,994,13,2875
4950,13662,4854,13,1072
5388,9355,3901,1,367
794,441,11968,13,2160
5412,665,3782,9,655
4943,13045,271,1,2736
3506,7486,4972,13,2736
1539,9825,6012,13,625
9768,10553,11822,9,2734
10114,350,11968,13,2612
918,11290,9211,13,2974
123,251,11968,13,2611
1300,357,11968,13,2734
514,2599,4324,9,1428
9204,9617,8852,13,1592
123,250,11968,13,2044
4666,242,11968,13,2160
9064,5507,3092,1,1249
3422,4290,9531,1,1487
123,252,11968,13,2160
10576,7893,2825,6,1166
686,549,1070,13,1161
7340,410,11968,13,1487
8827,3900,8747,13,600
3618,457,11968,13,2160
9364,5111,602,1,1487
3183,3468,11968,13,1807
3065,3703,6416,1,704
5940,297,11968,13,2160
10648,4063,472,5,1564
5938,280,11968,13,2734
8524,5627,243,9,2847
1634,7077,1537,1,2266
1977,7371,5151,1,1750
11228,8891,5150,10,1291
4780,9477,3246,13,1645
6082,11415,9640,13,2875
9881,7569,7093,1,1564
3482,3688,9823,9,2734
6322,12783,9655,1,2535
1075,9798,11968,1,2420
1226,434,11968,13,2160
8416,8997,10125,9,625
10965,3457,1593,9,1650
2901,178,11968,13,2734
1706,3822,5439,1,2044
3094,417,11968,13,2270
6249,8446,10386,1,2535
4465,3215,11968,13,2996
6576,2156,400,9,2910
2606,13039,10575,1,1058
1075,9799,11968,13,1787
5945,6673,11968,13,1808
5943,442,11968,13,1808
7087,12551,1857,0,1564
3289,2681,10363,1,2044
8412,5504,1383,1,1249
7236,7474,5623,13,2875
6655,5514,1414,1,1634
1813,6228,6276,1,1564
9673,9142,5962,1,1214
4077,8444,10624,1,2535
7552,7508,401,13,216
1226,431,11968,13,2611
3095,4033,11968,13,1487
9763,668,6689,1,13
7340,410,11968,13,1487
4069,8457,10421,1,1147
1456,5222,5605,4,2186
5929,385,11968,13,1487
8754,11167,4413,1,125
4663,326,11968,13,2160
7962,394,11968,13,2044
9758,13697,6618,1,13
2680,11689,6044,13,2304
4571,11177,11968,13,1807
7516,278,11968,13,2160
7052,3225,6655,10,1838
3806,12823,954,1,216
10639,968,10373,1,2535
7949,424,11968,13,2044
266,12579,6728,1,2535
2463,14364,5180,13,2051
9296,879,2977,2,31
7454,13954,9674,13,1083
5328,11248,4612,1,625
9419,6275,11968,13,17
5938,280,11968,13,2044
1357,215,11968,13,2270
10576,12748,10157,13,625
2065,6658,1819,13,216
7340,410,11968,13,2270
8596,3002,6261,13,296
7786,329,11968,13,2734
5659,3219,6653,2,2316
3046,11387,7326,1,1248
4139,5552,11968,13,636
7786,332,11968,13,2270
1226,433,11968,13,2270
8419,10717,9276,13,2535
3754,5151,10835,9,1158
9523,2263,10748,1,3105
7786,330,11968,13,2611
10210,14037,11424,13,916
6104,6247,7958,13,2325
794,221,11968,13,1899
870,9426,2505,1,1058
8710,2322,8111,1,1249
9237,1497,1270,0,2893
1447,5213,11968,4,2145
8758,13378,5259,13,625
10198,8844,5202,5,260
3679,5012,6297,13,1249
9638,5577,920,1,1249
9753,5518,3833,13,1295
10934,816,10861,13,216
1518,2502,3672,4,1452
368,237,11968,13,2160
8237,14578,7597,13,1679
7062,11002,6050,5,813
8307,8947,7429,13,1763
5890,2379,7540,13,2519
5242,5949,6912,13,2246
1204,5013,1059,1,873
5666,3223,6658,2,2791
5940,293,11968,13,2044
9057,10511,1841,13,2834
9087,6660,730,13,210
3723,2410,9566,13,2535
7889,5224,6629,4,2206
5830,4228,4292,13,3071
9434,2687,9305,1,1428
3707,7383,8820,13,2693
369,7233,2045,1,813
2832,3637,5291,5,954
4663,327,11968,13,1487
7962,396,11968,13,1487
1813,7140,539,13,801
4969,362,11968,13,1808
6261,2890,1213,4,2234
7095,5719,11968,13,1750
4946,6085,11968,13,210
10680,2649,4430,1,539
4677,1998,1347,13,1807
7962,397,11968,13,2231
9354,7084,5153,4,2458
3840,13473,3847,13,925
4682,9536,709,13,2834
8254,3018,633,13,1450
8495,11362,11968,13,1774
6796,7083,7553,4,2458
8129,3035,6433,13,216
10499,3678,5744,2,948
3186,11514,10304,13,252
2721,14258,2840,1,873
5647,9142,4778,12,1214
7678,10789,11811,1,704
2635,2027,8547,13,1295
8409,962,1047,1,1564
3095,4032,11968,13,2160
6744,5859,2723,1,704
10663,13517,10896,5,1012
2289,12525,4426,13,2482
5940,227,11968,13,1899
8008,6112,8390,13,2853
10662,6165,1046,13,166
9129,1900,4990,9,772
794,221,11968,13,2612
10908,9603,8856,1,1498
5575,12431,5544,13,216
1557,5422,7107,1,128
10587,4747,10787,1,1249
4732,12330,11516,4,1759
4666,194,11968,13,1487
5344,9322,6395,13,625
8094,6934,3087,1,2720
2040,4716,11968,13,1589
3071,3059,10135,1,1118
362,258,11968,13,2160
1142,7443,6631,1,1383
7962,394,11968,13,2734
4915,2025,8173,6,2535
1124,9413,4768,4,2772
8408,1004,1570,1,1487
1357,404,11968,13,2611
1145,9613,11606,13,649
2459,2479,10618,1,625
3244,5762,11968,13,1807
8986,4601,8502,1,2593
2520,9167,4383,4,1570
9857,8524,5911,4,1933
6576,2156,400,9,2910
9506,2621,10289,1,813
2315,695,2194,1,1573
1300,358,11968,13,2611
10257,1930,3983,13,2986
9419,9327,2688,13,721
10233,9191,6444,13,500
8514,14736,11790,2,861
6281,8302,9175,13,813
1502,3246,7565,2,2304
3094,419,11968,13,2734
8153,8570,2798,13,2535
9489,3044,10917,1,216
10950,3522,8254,1,215
2519,9167,4383,4,2482
8710,5713,2214,1,2222
2608,3556,4889,13,625
3574,371,11968,13,2612
1914,3005,1158,13,1449
1703,4556,3068,1,245
2689,3412,3039,13,888
8047,7994,3080,1,2044
9909,1452,11049,4,296
11061,12816,11138,9,625
4945,2002,139,1,160
10702,11499,6962,5,1724
5078,6189,11968,13,2535
4107,14190,3521,13,293
8427,374,11968,13,2160
6323,8486,5236,2,1249
4384,323,11968,13,1487
9717,10290,1209,1,2535
2000,2988,8591,9,2462
11039,1644,5634,4,2687
8079,4999,8627,13,1083
3869,1682,2388,4,2680
8276,2421,11091,13,600
8494,6096,9532,1,1560
2463,6697,3370,13,625
6137,11477,6497,13,100
8713,1031,10411,1,1560
7740,6646,10966,9,1592
9720,2429,835,13,1560
9566,1515,10291,1,3040
6058,4929,832,13,2535
4349,2419,11012,13,600
3816,2581,6264,4,1714
7778,10423,4227,9,600
5374,6914,528,1,1600
7596,10386,7145,10,111
5377,10472,11443,9,600
9918,6381,11968,13,1564
2464,13984,6326,13,1564
8915,1739,1701,1,1083
10350,2890,1213,4,2882
2555,6758,11968,13,625
8416,10642,5469,1,1807
1144,12844,9542,13,367
5628,5274,4463,1,2782
189,1589,5249,13,2535
1357,403,11968,13,2044
10329,2411,2289,1,2734
1085,13979,11754,13,1564
7947,5323,5482,1,1249
5929,382,11968,13,2044
3768,1393,7079,13,1564
2569,2215,8541,13,395
4015,4670,7648,1,2631
658,6541,11968,13,2051
7340,411,11968,13,1899
6864,1660,4374,4,2689
55,4737,7792,13,2393
7363,6755,11968,13,625
1977,8701,9158,1,1592
3293,8961,3285,13,1645
895,14236,2321,5,1209
5940,294,11968,13,2611
2227,1024,2535,13,51
10489,5317,1352,13,2535
7440,6991,10687,13,2535
6493,11868,9953,2,153
2802,4574,9795,1,1899
3503,4373,9559,1,3037
362,257,11968,13,2612
5929,386,11968,13,1899
7554,10971,9837,1,1592
4895,9542,8207,9,1787
754,11817,11968,13,2535
4384,322,11968,13,2611
2024,311,11968,13,2612
8124,13976,379,13,1564
1357,403,11968,13,3040
5904,6664,10566,1,1560
3863,13865,10396,13,1249
9836,3290,2240,1,2591
6147,389,11968,13,1899
8514,10728,5520,9,833
1905,891,8879,1,1249
2634,13543,8538,13,2535
3754,8322,5951,13,1083
6802,13120,1268,4,2687
10550,7577,10895,13,1560
2491,13445,11968,13,210
9495,370,11968,13,2160
2060,6657,1818,13,216
5632,7791,5682,1,125
7327,8257,11968,13,2693
3817,12889,1267,13,1806
2603,5511,1388,1,2535
743,12358,212,9,625
9034,4381,8070,13,2482
1832,6029,4750,4,2782
6002,3706,855,1,1383
3475,11665,6867,13,2246
7661,4142,7918,1,2832
8091,3173,193,13,2925
9362,5129,1131,4,1564
4520,509,9225,13,1072
6595,5033,569,1,873
6727,13982,2166,13,1564
2449,13525,9728,1,1083
7645,13975,380,1,1564
4554,5944,6866,0,2246
450,2989,2403,9,2462
8887,13575,3029,1,125
1574,3869,11968,13,3105
3969,5037,8510,1,873
9622,9284,350,13,1560
8529,12125,5690,1,1472
3754,3430,11564,13,2734
8457,10964,1235,1,981
799,8589,3299,7,1848
8783,9088,4959,13,487
5655,4146,4569,4,2845
11173,13138,6397,13,222
6729,12547,11968,13,1564
1463,59,2581,4,1763
5279,1950,6681,13,1899
4625,13259,11375,1,211
5208,10107,8677,13,2943
8665,8939,10465,13,1613
4866,5000,8626,13,51
4910,10153,11968,13,2051
4224,2243,695,1,1583
10643,11816,11968,13,2535
310,6991,10685,1,2535
3864,12553,1829,5,216
10393,752,11968,13,2503
5598,13660,6266,1,1083
4922,13021,7378,1,2535
4264,4990,7615,13,1807
2554,9714,5778,9,1844
1535,8849,484,5,260
1495,9285,5666,2,1517
5256,7481,8694,13,2666
6160,10267,5049,1,7
136,10108,327,13,2943
5272,9063,2642,1,262
9495,13585,8724,13,987
6701,10318,676,1,1487
6023,5313,5148,9,1383
6328,10439,2298,1,1579
4887,11412,3102,13,2462
5300,11782,6743,1,2139
9680,2607,4690,13,1161
8145,3156,5116,13,1560
11173,11747,9931,1,1083
3608,9655,11968,13,290
7902,5027,4085,1,873
6862,5035,3986,1,873
1363,10680,5661,4,2531
9006,11845,10524,1,776
10909,1937,11968,13,813
1685,7232,267,1,813
607,2837,11968,13,210
7459,12787,5260,13,1807
7596,11953,7311,13,638
8444,117,1568,1,452
4113,1336,8115,9,367
2703,11559,9485,13,367
10771,4157,9622,1,933
10382,11804,11968,9,1899
3178,6114,11968,9,1208
9461,13381,830,13,1744
1809,3460,10992,13,625
1900,11418,7914,13,2462
3940,8815,9853,1,1564
8695,13877,5958,13,95
7233,7473,9662,13,2875
3877,1668,2384,4,2687
4518,5943,6868,13,2244
310,10855,7314,1,933
2167,7601,4314,13,1051
4381,7571,11968,13,1470
10388,702,11968,13,2535
10392,700,11968,13,2413
10390,745,11968,13,2535
10390,745,11968,13,2535
10378,11808,11968,13,1972
10382,11804,11968,9,1899
4515,6252,4657,13,2611
3307,4085,11968,13,2834
10382,11804,11968,9,1899
8043,4086,11968,13,2875
10393,752,11968,13,2503
4515,6252,4656,13,2325
10379,13691,11968,13,1899
3308,4087,11968,13,2875
10378,11808,11968,13,1899
10383,11805,11968,13,1911
10390,745,11968,13,2535
10380,748,9347,9,2581
10389,751,11968,13,2530
10387,753,11968,13,2535
10381,744,11968,13,2611
10383,11805,11968,13,1911
10380,748,9347,9,2581
6523,7104,11968,13,1249
2892,3646,8365,1,1763
4749,2855,9274,4,2231
310,1980,0,13,813
4214,4735,9988,13,600
5403,12322,10605,1,235
6359,6245,10663,13,2010
5431,13640,11968,13,813
8829,14140,9107,13,1356
515,6906,5545,1,2834
2632,6223,3020,13,1418
73,9058,4655,13,2611
5145,11589,11968,13,813
6353,6648,5139,13,1141
8151,8882,11968,13,1485
9311,6649,11968,13,1103
2406,5093,11968,13,3105
6648,12586,1550,13,1148
58,6365,8119,13,2402
4888,4479,5891,1,1722
82,9007,221,9,600
1727,698,11968,13,1807
4196,6183,2531,1,2853
7991,8605,3809,1,1592
1148,10908,9739,13,646
1075,8349,8953,13,1356
7729,3630,9097,13,1356
10397,7013,10595,9,1750
10377,6437,1651,4,2969
11059,11406,11647,13,2755
2650,8093,5567,13,1714
6861,560,7573,13,1723
1745,7432,11968,13,2595
11019,8795,11968,13,972
9613,4734,10994,13,600
8187,4187,11968,13,2822
3430,12074,6569,4,1663
450,13744,4146,4,2875
3698,9048,10279,13,2010
3927,7458,11968,13,2717
6084,3939,4730,13,2010
4515,6252,4656,13,3037
83,6250,9483,13,2611
172,3497,5905,13,2614
173,3497,2892,13,2611
4583,6248,6481,13,2843
1632,7492,7802,13,2325
6104,6247,7958,13,3037
660,5827,11968,13,2013
172,3497,5905,13,2013
4583,6248,6481,13,2325
115,3924,7602,13,2010
2261,4478,8347,9,1780
8158,8882,11968,13,1485
11015,9164,11968,1,2010
1262,11401,5792,13,2611
662,13318,6773,13,3037
1382,14290,5736,4,2611
2270,5744,6626,13,2010
2270,5744,6896,13,3037
661,12991,6920,13,3037
2270,5744,6896,13,2013
7642,9058,1362,13,2013
4428,6251,7421,13,2325
8750,10494,11889,13,625
662,13318,6773,13,2611
661,5743,10210,4,2611
4428,6251,7421,13,2611
7642,9058,1362,13,2010
7642,9058,4655,13,2614
4428,6251,7421,13,2614
662,13318,6773,13,2614
4428,6251,7421,13,2843
2154,2767,11968,1,2687
4381,14531,4090,13,1468
11016,12711,11968,13,3105
2641,3631,8965,13,1248
115,3924,7602,13,3037
8514,14101,2340,4,1899
3933,859,4107,13,813
8208,2462,3799,13,2853
5596,2672,5982,13,1807
10908,13521,11968,13,813
11168,2463,3798,13,1293
8514,14101,2340,4,2535
6112,6723,6212,5,946
4708,4883,8313,13,1173
3659,11498,1225,13,642
10600,4892,8305,13,1173
10188,8512,11968,13,938
8434,12784,571,1,1564
7172,14367,95,13,1581
1840,12700,624,13,2306
8453,12029,4405,13,2325
202,8407,9683,9,53
8818,13486,5091,6,187
450,13744,4146,4,1807
2099,10246,3723,13,1148
9495,6570,2934,13,813
5097,12138,7635,13,625
3656,12239,11664,1,600
9001,8121,2956,13,1564
115,3924,7602,4,2614
10516,11497,4585,1,625
10395,7039,11554,13,2325
4451,5800,11968,13,2370
4431,4186,11968,13,2822
10978,10613,8683,13,1148
8160,8882,11968,13,1485
10375,6437,1655,13,2969
7859,7073,7827,13,1763
4437,5801,11968,13,2853
8528,12567,665,13,1148
9670,13430,260,13,1214
797,8348,8948,13,1356
10262,8353,9123,13,1356
2258,4739,2339,4,1383
1215,5298,8672,13,202
8876,11664,5093,2,1995
3245,4090,7545,4,2614
10134,14051,4130,1,1807
10395,7038,105,4,1345
660,5827,11968,13,2010
172,3497,5905,13,2010
660,5827,11968,13,2614
4709,4884,8311,13,1173
10594,4879,8316,13,1172
10597,4905,8314,13,83
10908,12677,7583,5,958
